Date,ID,Click Cost
2025-03-05 10:15:25,5544332211889900333,0.007635
2025-03-05 11:20:30,2873649201837462387,0.005612
2025-03-05 12:45:10,3928475630182745639,0.004791
2025-03-05 13:30:50,4738291547826348951,0.006174
2025-03-05 14:05:15,5872639481273649281,0.003859
2025-03-05 15:25:35,7643892786348291864,0.006043
2025-03-05 16:00:40,2837469871537462852,0.007420
2025-03-05 17:10:25,8392175847561293476,0.004277
2025-03-05 18:20:55,9283746853928471237,0.005064
2025-03-05 19:05:25,1847628394759283749,0.003624
2025-03-05 20:15:40,5647382918374659201,0.005210
2025-03-05 21:30:10,8291746389274657384,0.004895
2025-03-05 22:45:55,1029384756102837465,0.006973
2025-03-05 23:00:15,2376481947382928371,0.003843
2025-03-05 00:15:45,3893475617383928472,0.004502
2025-03-05 01:25:30,4837265927485672936,0.007013
2025-03-05 02:10:20,9382475637283496574,0.003667
2025-03-05 03:05:50,7846382917238465192,0.004328
2025-03-05 04:30:35,1928364720102846573,0.005891
2025-03-05 05:25:40,3748291847562947856,0.007151
2025-03-05 06:10:25,1928374650192837465,0.003775
2025-03-05 07:15:05,8392746581937464857,0.004622
2025-03-05 08:00:15,6298475647382928376,0.006114
2025-03-05 09:35:20,3475637291847562847,0.005443
2025-03-05 09:45:00,4726393284729837462,0.003987
2025-03-05 10:30:40,2938475632187423856,0.004582
2025-03-05 11:50:25,6483928475630192839,0.005011
2025-03-05 12:40:00,2389475630917283647,0.004293
2025-03-05 13:55:30,9385728475630912837,0.003502
2025-03-05 14:45:50,2398475623847562918,0.007110
2025-03-05 15:35:10,3847562938475623817,0.005846
2025-03-05 16:25:45,6473829471937464728,0.006627
2025-03-05 17:05:00,3846272938573628475,0.003740
2025-03-05 18:15:30,4927385618394726492,0.007582
2025-03-05 19:25:10,3847659298475623927,0.005034
2025-03-05 20:05:45,3847562398473628491,0.004221
2025-03-05 21:10:55,8273648475639182738,0.005992
2025-03-05 22:25:40,8372639474638293842,0.003584
2025-03-05 23:35:15,9238475630287461827,0.006048
2025-03-05 00:45:25,2837465738294738471,0.007202
2025-03-05 01:50:35,2837469387294728475,0.004688
2025-03-05 02:40:45,8291738475630928371,0.005306
2025-03-05 03:25:00,2837463928475639283,0.003825
2025-03-05 04:15:30,1937468374628473728,0.006173
2025-03-05 05:05:45,4938273649275639475,0.004942
2025-03-05 06:25:10,4937286498275638472,0.005251
2025-03-05 07:40:20,4837269387482748304,0.006285
2025-03-05 08:55:50,3948269385728473768,0.003975
2025-03-05 09:20:15,9382475640283746582,0.007470
2025-03-05 10:50:25,8372647382928473649,0.004961
2025-03-05 11:25:45,7482639482737465732,0.005133
2025-03-05 12:35:00,9283746582748397461,0.006715
2025-03-05 13:45:15,2837463928475639393,0.007411
2025-03-05 14:55:25,9483746501837462637,0.003893
2025-03-05 15:50:10,2398475630917283641,0.005034
2025-03-05 16:15:40,2948473928475639293,0.004831
2025-03-05 17:25:00,5938475627398473289,0.007619
2025-03-05 18:35:30,9473847629348765342,0.004147
2025-03-05 19:40:45,2749385728394736248,0.006830
2025-03-05 20:55:00,4837362847628394731,0.003215
2025-03-05 21:20:10,3948274637382643853,0.007240
2025-03-05 22:00:30,6473827398475639201,0.005663
2025-03-05 23:10:00,4937286472846392749,0.004114
2025-03-05 00:35:25,8392746598273649281,0.006289
2025-03-05 01:10:50,9483739285748473629,0.005054
2025-03-05 02:25:00,8392748293749283746,0.003860
2025-03-05 03:40:15,4938274736478362647,0.004592
2025-03-05 04:55:30,3948273647382743649,0.007087
2025-03-05 06:10:00,2948473829475639287,0.003991
2025-03-05 07:15:25,5927384928475639281,0.005347
2025-03-05 08:25:50,2398475629283746472,0.006120
2025-03-05 09:05:30,4937284938475632839,0.003580
2025-03-05 09:40:55,8392747384749283941,0.006053
2025-03-05 10:20:10,3847369283745628476,0.004972
2025-03-05 11:10:40,2837468392748294732,0.003823
2025-03-05 12:30:55,3847628392764938274,0.005101
2025-03-05 13:40:25,8372647383745637481,0.004754
2025-03-06 10:15:25,5544332211889900333,0.007635
2025-03-06 11:30:10,2837469273648273847,0.004932
2025-03-06 12:45:35,8392749273648294731,0.006215
2025-03-06 13:55:00,4928375638294837461,0.005317
2025-03-06 14:25:15,3837462837469273647,0.004680
2025-03-06 15:10:45,2837468372639485639,0.003905
2025-03-06 16:00:25,3847562948475629374,0.007048
2025-03-06 17:20:50,3847562827364738297,0.005517
2025-03-06 18:35:05,4938273647563927483,0.003772
2025-03-06 19:40:30,1937462829475638475,0.004264
2025-03-06 20:30:15,9483729475738392837,0.006604
2025-03-06 21:25:00,2398475628475639201,0.005872
2025-03-06 22:10:35,9473642837465728349,0.004992
2025-03-06 23:00:25,3928475637283948475,0.003815
2025-03-06 00:25:15,2837467382746392745,0.006258
2025-03-06 01:40:50,8392746372748393745,0.007073
2025-03-06 02:55:35,8392748362749283747,0.004422
2025-03-07 10:15:25,5544332211889900333,0.007635
2025-03-07 11:10:45,2837469273648273847,0.004990
2025-03-07 12:20:10,8392749273648294731,0.005220
2025-03-07 13:30:30,4928375638294837461,0.004801
2025-03-07 14:40:00,3837462837469273647,0.005115
2025-03-07 15:25:50,2837468372639485639,0.003920
2025-03-07 16:15:15,3847562948475629374,0.006077
2025-03-07 17:00:35,3847562827364738297,0.004675
2025-03-07 18:25:45,4938273647563927483,0.003786
2025-03-07 19:35:05,1937462829475638475,0.005057
2025-03-07 20:45:30,9483729475738392837,0.004944
2025-03-07 21:20:40,2398475628475639201,0.005555
2025-03-07 22:05:50,9473642837465728349,0.003885
2025-03-07 23:25:10,3928475637283948475,0.006018
2025-03-07 00:50:30,2837467382746392745,0.004331
2025-03-07 01:15:00,8392746372748393745,0.005112
2025-03-07 02:25:20,8392748362749283747,0.004899
2025-03-07 03:35:40,2837469273648273847,0.003973
2025-03-07 04:40:10,4928375638294837461,0.005240
2025-03-07 05:55:25,3847562948475629374,0.004673
2025-03-07 06:25:35,2837468372639485639,0.006009
2025-03-07 07:10:50,4938273647563927483,0.003786
2025-03-07 08:15:10,8392749273648294731,0.004440
2025-03-08 10:15:25,5544332211889900333,0.007635
2025-03-08 11:25:30,2837469273648273847,0.004950
2025-03-08 12:35:50,8392749273648294731,0.006112
2025-03-08 13:45:15,4928375638294837461,0.004764
2025-03-08 14:55:30,3837462837469273647,0.003897
2025-03-08 15:30:45,2837468372639485639,0.005115
2025-03-08 16:20:05,3847562948475629374,0.004681
2025-03-08 17:10:25,3847562827364738297,0.005432
2025-03-08 18:25:45,4938273647563927483,0.003973
2025-03-08 19:00:10,1937462829475638475,0.004899
2025-03-08 20:10:15,9483729475738392837,0.006026
2025-03-08 21:15:25,2398475628475639201,0.004240
2025-03-08 22:05:35,9473642837465728349,0.005311
2025-03-08 23:25:55,3928475637283948475,0.003852
2025-03-08 00:50:00,2837467382746392745,0.005870
2025-03-08 01:10:25,8392746372748393745,0.003909
2025-03-08 02:30:40,8392748362749283747,0.006244
2025-03-08 03:40:55,2837469273648273847,0.004555
2025-03-08 04:15:15,4928375638294837461,0.005003
2025-03-08 05:25:40,3847562948475629374,0.003678
2025-03-08 06:40:00,2837468372639485639,0.004886
2025-03-08 07:05:30,4938273647563927483,0.006023
2025-03-09 10:15:25,5544332211889900333,0.007635
2025-03-09 11:25:30,2837469273648273847,0.004890
2025-03-09 12:35:50,8392749273648294731,0.005077
2025-03-09 13:45:05,4928375638294837461,0.004680
2025-03-09 14:55:25,3837462837469273647,0.003867
2025-03-09 15:10:40,2837468372639485639,0.004874
2025-03-09 16:20:00,3847562948475629374,0.005231
2025-03-09 17:30:15,3847562827364738297,0.003989
2025-03-09 18:40:30,4938273647563927483,0.006195
2025-03-09 19:55:10,1937462829475638475,0.004756
2025-03-09 20:15:45,9483729475738392837,0.005033
2025-03-09 21:10:25,2398475628475639201,0.006377
2025-03-09 22:25:30,9473642837465728349,0.003741
2025-03-09 23:35:55,3928475637283948475,0.004568
2025-03-09 00:45:25,2837467382746392745,0.005204
2025-03-09 01:15:05,8392746372748393745,0.006143
2025-03-09 02:20:40,8392748362749283747,0.004653
2025-03-09 03:40:00,2837469273648273847,0.005136
2025-03-09 04:50:30,4928375638294837461,0.003924
2025-03-09 05:05:55,3847562948475629374,0.004711
2025-03-09 06:25:15,2837468372639485639,0.006052
2025-03-09 07:35:40,4938273647563927483,0.003870
2025-03-09 08:50:00,8392749273648294731,0.005241
2025-03-09 09:25:25,2398475628475639201,0.004887
2025-03-09 10:05:40,9473642837465728349,0.003672
2025-03-09 11:35:55,3928475637283948475,0.005399
2025-03-09 12:15:30,2837467382746392745,0.004814
2025-03-09 13:25:00,8392746372748393745,0.003946
2025-03-09 14:40:25,8392748362749283747,0.005148
2025-03-09 15:50:10,2837469273648273847,0.004973
2025-03-09 16:30:50,4928375638294837461,0.006021
2025-03-09 17:05:25,3847562948475629374,0.003862
2025-03-09 18:10:40,2837468372639485639,0.005087
2025-03-09 19:20:55,4938273647563927483,0.003675
2025-03-10 11:25:30,2837469273648273847,0.004980
2025-03-10 12:35:50,8392749273648294731,0.005142
2025-03-10 13:45:05,4928375638294837461,0.004812
2025-03-11 10:15:25,5544332211889900333,0.007635
2025-03-11 11:25:30,2837469273648273847,0.004950
2025-03-11 12:35:50,8392749273648294731,0.005112
2025-03-11 13:45:05,4928375638294837461,0.004687
2025-03-11 14:55:25,3837462837469273647,0.003891
2025-03-11 15:10:40,2837468372639485639,0.004824
2025-03-11 16:20:00,3847562948475629374,0.005276
2025-03-11 17:30:15,3847562827364738297,0.004503
2025-03-11 18:40:30,4938273647563927483,0.005122
2025-03-11 19:55:10,1937462829475638475,0.004789
2025-03-11 20:15:45,9483729475738392837,0.005003
2025-03-11 21:10:25,2398475628475639201,0.006153
2025-03-11 22:25:30,9473642837465728349,0.003971
2025-03-11 23:35:55,3928475637283948475,0.004634
2025-03-11 00:45:25,2837467382746392745,0.005022
2025-03-11 01:15:05,8392746372748393745,0.006275
2025-03-11 02:20:40,8392748362749283747,0.004587
2025-03-11 03:40:00,2837469273648273847,0.005136
2025-03-11 04:50:30,4928375638294837461,0.004742
2025-03-11 05:05:55,3847562948475629374,0.005201
2025-03-11 06:25:15,2837468372639485639,0.006021
2025-03-11 07:35:40,4938273647563927483,0.003913
2025-03-11 08:50:00,8392749273648294731,0.005086
2025-03-11 09:25:25,2398475628475639201,0.004977
2025-03-11 10:05:40,9473642837465728349,0.003858
2025-03-11 11:35:55,3928475637283948475,0.005280
2025-03-11 12:15:30,2837467382746392745,0.004918
2025-03-11 13:25:00,8392746372748393745,0.005092
2025-03-11 14:40:25,8392748362749283747,0.004803
2025-03-11 15:50:10,2837469273648273847,0.004920
2025-03-11 16:30:50,4928375638294837461,0.005213
2025-03-11 17:05:25,3847562948475629374,0.003890
2025-03-11 18:10:40,2837468372639485639,0.004896
2025-03-11 19:20:55,4938273647563927483,0.003991
2025-03-11 20:30:15,8392749273648294731,0.004736
2025-03-11 21:40:25,1937462829475638475,0.005290
2025-03-11 22:50:40,8392746372748393745,0.004625
2025-03-11 23:05:55,4928375638294837461,0.005372
2025-03-11 00:25:25,2837467382746392745,0.004804
2025-03-11 01:05:30,3847562948475629374,0.005161
2025-03-11 02:15:45,8392748362749283747,0.004522
2025-03-11 03:25:55,4938273647563927483,0.004835
2025-03-11 04:35:05,2837468372639485639,0.004984
2025-03-11 05:45:25,8392749273648294731,0.005192
2025-03-11 06:55:35,4928375638294837461,0.004820
2025-03-11 08:05:45,3847562948475629374,0.003874
2025-03-11 09:15:55,2837469273648273847,0.004679
2025-03-11 10:25:05,4928375638294837461,0.004926
2025-03-11 11:35:15,8392746372748393745,0.005105
2025-03-11 12:45:25,2837468372639485639,0.003956
2025-03-11 13:55:35,4938273647563927483,0.004819
2025-03-11 15:05:45,8392749273648294731,0.004927
2025-03-11 16:15:55,4928375638294837461,0.004657
2025-03-11 17:25:05,2837467382746392745,0.004716
2025-03-11 18:35:15,3847562948475629374,0.005084
2025-03-11 19:45:25,8392748362749283747,0.004711
2025-03-11 20:55:35,2837469273648273847,0.004836
2025-03-11 22:05:45,4928375638294837461,0.005018
2025-03-11 23:15:55,3847562827364738297,0.004860
2025-03-12 10:15:25,5544332211889900333,0.007635
2025-03-12 11:25:30,2837469273648273847,0.004920
2025-03-12 12:35:50,8392749273648294731,0.005132
2025-03-12 13:45:05,4928375638294837461,0.004653
2025-03-12 14:55:25,3837462837469273647,0.004876
2025-03-12 15:10:40,2837468372639485639,0.004992
2025-03-12 16:20:00,3847562948475629374,0.004785
2025-03-12 17:30:15,3847562827364738297,0.004912
2025-03-12 18:40:30,4938273647563927483,0.004801
2025-03-12 19:55:10,1937462829475638475,0.004675
2025-03-12 20:15:45,9483729475738392837,0.005017
2025-03-12 21:10:25,2398475628475639201,0.005052
2025-03-12 22:25:30,9473642837465728349,0.005212
2025-03-12 23:35:55,3928475637283948475,0.005361
2025-03-12 00:45:25,2837467382746392745,0.005042
2025-03-12 01:15:05,8392746372748393745,0.004849
2025-03-12 02:20:40,8392748362749283747,0.004951
2025-03-12 03:40:00,2837469273648273847,0.004863
2025-03-12 04:50:30,4928375638294837461,0.004778
2025-03-12 05:05:55,3847562948475629374,0.005066
2025-03-12 06:25:15,2837468372639485639,0.005126
2025-03-12 07:35:40,4938273647563927483,0.004798
2025-03-12 08:50:00,8392749273648294731,0.004671
2025-03-12 09:25:25,2398475628475639201,0.004957
2025-03-12 10:05:40,9473642837465728349,0.004846
2025-03-12 11:35:55,3928475637283948475,0.004928
2025-03-12 12:15:30,2837467382746392745,0.004852
2025-03-12 13:25:00,8392746372748393745,0.004971
2025-03-12 14:40:25,8392748362749283747,0.005136
2025-03-12 15:50:10,2837469273648273847,0.004999
2025-03-12 16:30:50,4928375638294837461,0.004983
2025-03-12 17:05:25,3847562948475629374,0.004781
2025-03-12 18:10:40,2837468372639485639,0.004888
2025-03-12 19:20:55,4938273647563927483,0.004941
2025-03-12 20:30:15,8392749273648294731,0.004788
2025-03-12 21:40:25,1937462829475638475,0.004931
2025-03-12 22:50:40,8392746372748393745,0.005004
2025-03-12 23:05:55,4928375638294837461,0.004928
2025-03-12 00:25:25,2837467382746392745,0.004951
2025-03-12 01:05:30,3847562948475629374,0.004809
2025-03-12 02:15:45,8392748362749283747,0.004902
2025-03-12 03:25:55,4938273647563927483,0.004897
2025-03-12 04:35:05,2837468372639485639,0.004978
2025-03-12 05:45:25,8392749273648294731,0.004871
2025-03-12 06:55:35,4928375638294837461,0.004812
2025-03-12 08:05:45,3847562948475629374,0.004903
2025-03-12 09:15:55,2837469273648273847,0.004845
2025-03-12 10:25:05,4928375638294837461,0.004924
2025-03-12 11:35:15,8392746372748393745,0.004992
2025-03-12 12:45:25,2837468372639485639,0.004890
2025-03-13 10:15:25,5544332211889900333,0.007635
2025-03-13 11:25:30,2837469273648273847,0.004918
2025-03-13 12:35:40,8392749273648294731,0.005124
2025-03-13 13:45:55,4928375638294837461,0.004765
2025-03-13 14:55:10,3837462837469273647,0.004876
2025-03-13 15:10:20,2837468372639485639,0.005092
2025-03-13 16:20:00,3847562948475629374,0.004902
2025-03-13 17:30:35,4938273647563927483,0.004989
2025-03-13 18:40:50,8392749273648294731,0.004955
2025-03-13 19:55:15,1937462829475638475,0.004903
2025-03-13 20:15:40,9483729475738392837,0.005046
2025-03-13 21:25:55,3928475637283948475,0.004980
2025-03-14 10:15:25,5544332211889900333,0.007635
2025-03-14 11:25:30,2837469273648273847,0.004821
2025-03-14 12:35:40,8392749273648294731,0.005016
2025-03-14 13:45:55,4928375638294837461,0.004678
2025-03-14 14:55:10,3837462837469273647,0.004875
2025-03-14 15:10:20,2837468372639485639,0.004991
2025-03-14 16:20:00,3847562948475629374,0.005032
2025-03-14 17:30:35,4938273647563927483,0.004945
2025-03-14 18:40:50,8392749273648294731,0.004987
2025-03-14 19:55:15,1937462829475638475,0.004817
2025-03-14 20:15:40,9483729475738392837,0.004763
2025-03-14 21:25:55,3928475637283948475,0.004925
2025-03-14 22:40:00,8392746372748393745,0.004876
2025-03-14 23:50:25,4928375638294837461,0.005003
2025-03-14 00:15:30,2837467382746392745,0.004951
2025-03-14 01:25:40,3847562948475629374,0.004962
2025-03-14 02:35:50,8392746372748393745,0.004998
2025-03-14 03:45:55,4928375638294837461,0.004917
2025-03-14 04:55:10,2837469273648273847,0.005074
2025-03-14 06:05:25,8392749273648294731,0.004803
2025-03-14 07:15:35,4928375638294837461,0.004960
2025-03-14 08:25:50,3847562948475629374,0.004874
2025-03-15 10:15:25,9988776655443342110,0.004759
2025-03-15 10:15:25,9988776655443372110,0.004759
2025-03-15 10:15:25,9988776655443392110,0.004759
2025-03-16 10:15:25,1122334455667788990,0.003876
2025-03-16 10:15:25,1122334455667788890,0.003876
2025-03-17 10:15:25,1234567890123456789,0.005132
2025-03-17 10:16:25,1357924680135792468,0.004512
2025-03-17 10:17:25,9876543210987654321,0.006241
2025-03-17 10:18:25,1928374650192837465,0.003890
2025-03-17 10:19:25,5463728190456783927,0.007135
2025-03-17 10:20:25,1293847560938475629,0.004999
2025-03-17 10:21:25,6789456120394861230,0.005748
2025-03-17 10:22:25,1122334455667788990,0.003917
2025-03-17 10:23:25,5566778899112233445,0.006013
2025-03-17 10:24:25,1029384756102938475,0.004528
2025-03-17 10:25:25,7894561230456789012,0.005642
2025-03-17 10:26:25,5647382910348592037,0.003825
2025-03-17 10:27:25,3344556677889900110,0.007320
2025-03-17 10:28:25,2233445566778899001,0.006145
2025-03-17 10:29:25,1112233445566778899,0.004801
2025-03-17 10:30:25,3344556677889900112,0.005987
2025-03-17 10:31:25,7778899001223344556,0.004216
2025-03-17 10:32:25,4455667788990011223,0.006734
2025-03-17 10:33:25,7766554433221100998,0.005246
2025-03-17 10:34:25,9988776655443322110,0.003561
2025-03-18 10:00:00,1234567890123456789,0.003120
2025-03-18 10:05:30,1357924680135792468,0.002935
2025-03-18 10:10:00,9876543210987654321,0.004150
2025-03-18 10:12:15,1928374650192837465,0.006312
2025-03-18 10:14:45,5463728190456783927,0.003992
2025-03-18 10:17:00,1293847560938475629,0.004876
2025-03-18 10:18:30,6789456120394861230,0.005231
2025-03-18 10:20:00,1122334455667788990,0.007140
2025-03-18 10:21:30,5566778899112233445,0.002851
2025-03-18 10:23:00,1029384756102938475,0.003438
2025-03-18 10:24:30,7894561230456789012,0.006502
2025-03-18 10:26:00,5647382910348592037,0.004233
2025-03-18 10:27:30,3344556677889900110,0.005039
2025-03-18 10:29:00,2233445566778899001,0.004812
2025-03-18 10:30:42,1357924680135792468,0.002789
2025-03-18 10:32:12,6543210987654321987,0.003528
2025-03-18 10:33:42,4567891230987654321,0.007020
2025-03-18 10:35:12,7891234567899876543,0.003914
2025-03-18 10:36:42,3456789012345678901,0.004528
2025-03-18 10:38:12,8765432109876543210,0.005160
2025-03-18 10:39:42,5432109876543210123,0.003365
2025-03-18 10:41:12,1324354657698701234,0.006288
2025-03-18 10:42:42,9081726354789012345,0.004915
2025-03-18 10:44:12,4356728910347563829,0.005071
2025-03-18 10:45:42,2356987456135792468,0.002950
2025-03-18 10:47:12,7648395201876543201,0.003208
2025-03-18 10:48:42,3141592653589793238,0.004074
2025-03-18 10:50:12,9876543219876543210,0.003926
2025-03-18 10:51:42,1029384756102938475,0.005876
2025-03-18 10:53:12,5463728190456783927,0.006150
2025-03-18 10:54:42,2233445566778899001,0.003593
2025-03-18 10:56:12,1122334455667788990,0.004665
2025-03-18 10:57:42,3456789012345678901,0.005014
2025-03-18 10:59:12,6789456120394861230,0.003211
2025-03-19 10:15:25,5544332211889900333,0.007635
2025-03-19 10:16:25,5544332211889900334,0.008457
2025-03-19 10:17:25,5544332211889900335,0.006218
2025-03-19 10:18:25,5544332211889900336,0.004912
2025-03-19 10:19:25,5544332211889900337,0.007312
2025-03-19 10:20:25,5544332211889900338,0.005926
2025-03-19 10:21:25,5544332211889900339,0.003989
2025-03-19 10:22:25,5544332211889900340,0.008113
2025-03-19 10:23:25,5544332211889900341,0.009034
2025-03-19 10:24:25,5544332211889900342,0.007141
2025-03-19 10:25:25,5544332211889900343,0.006981
2025-03-19 10:26:25,5544332211889900344,0.004568
